Species,Gregariousness,Water.Column,Diet,Habitat,Trophic.Level,BodySize,Activity,Trophic.Level.Cat,BodySize.Cat
Pseudolabrus semifasciatus,1,2,Invertivore,coral,3.5,22.2,Day,3,3
Pseudolabrus sieboldi,1,2,Invertivore,rock,3.1,27,Day,3,3
Pseudopercis semifasciata,1,2,Piscivore,rock,3.9,120,Day,4,6
Pseudophycis bachus,1,2,Piscivore,rock,4.5,90,Night,5,6
Pseudophycis barbata,1,2,Invertivore,rock,3.5,63,Night,3,5
Pseudopleuronectes americanus,1,1,Invertivore,sand,3.6,64,Night,4,5
Pseudopleuronectes schrenki,1,1,Invertivore,sand,3.2,50,Night,3,4
Pseudorhombus jenynsii,1,1,Piscivore,sand,3.5,35,Night,3,4
Pseudupeneus grandisquamis,2,2,Invertivore,sand,3.3,30,Day,3,3
Pseudupeneus maculatus,2,2,Invertivore,sand,3.5,30,Day,3,3
Pteragogus aurigarius,1,2,Invertivore,rock,3.6,17,Day,4,3
Pteragogus cryptus,1,2,Invertivore,coral,3.5,9.5,Day,3,2
Pteragogus enneacanthus,1,2,Invertivore,coral,3.5,15,Day,3,2
Pteragogus flagellifer,1,2,Invertivore,rock,3.5,20,Day,3,3
Ptereleotris calliura,2,2,Planktivore,sand,3.4,12.5,Day,3,2
Ptereleotris evides,2,2,Planktivore,sand,3,14,Day,2,2
Ptereleotris hanae,2,2,Planktivore,sand,3.4,12,Day,3,2
Ptereleotris heteroptera,2,2,Planktivore,sand,3.4,14,Day,3,2
Ptereleotris microlepis,2,2,Planktivore,sand,3.4,13,Day,3,2
Ptereleotris monoptera,2,2,Planktivore,sand,3.4,12,Day,3,2
Ptereleotris zebra,2,2,Planktivore,sand,3.4,12,Day,3,2
Pterocaesio chrysozona,3,3,Planktivore,coral,3.4,21,Day,3,3
Pterocaesio digramma,3,3,Planktivore,coral,3.4,30,Day,3,3
Pterocaesio marri,3,3,Planktivore,coral,3.4,35,Day,3,4
Pterocaesio pisang,3,3,Planktivore,coral,3.4,21,Day,3,3
Pterocaesio randalli,3,3,Planktivore,coral,3.4,25,Day,3,3
Pterocaesio tessellata,3,3,Planktivore,coral,3.4,25,Day,3,3
Pterocaesio tile,3,3,Planktivore,coral,3.3,30,Day,3,3
Pterocaesio trilineata,3,3,Planktivore,coral,3.4,20,Day,3,3
Pterogobius zacalles,1,1,Invertivore,sand,3,9,Day,2,2
Pterogymnus laniarius,2,2,Invertivore,rock,3.7,45,Day,4,4
Pterois antennata,1,2,Piscivore,coral,3.6,20,Day,4,3
Pterois miles,1,1,Piscivore,coral,3.7,35,Day,4,4
Pterois radiata,1,2,Piscivore,coral,3.6,24,Day,4,3
Pterois volitans,1,2,Piscivore,coral,4.5,38,Day,5,4
Pygoplites diacanthus,1,2,Invertivore,coral,2.7,25,Day,2,3
Rachycentron canadum,2,3,Piscivore,coral,4,200,Day,4,6
Rastrelliger kanagurta,3,4,Piscivore,water column,3.2,35,Day,3,4
Remora remora,2,4,Invertivore,water column,3.1,86.4,Day,3,6
Rhabdamia gracilis,3,3,Invertivore,coral,3.3,6,Night,3,1
Rhabdosargus holubi,2,2,Omnivore,sand,2.6,40,Day,2,4
Rhabdosargus sarba,2,2,Invertivore,sand,3.4,80,Day,3,5
Rhacochilus toxotes,3,3,Invertivore,rock,3.4,47,Day,3,4
Rhacochilus vacca,3,3,Invertivore,rock,3.7,44.2,Day,4,4
Rhinecanthus aculeatus,1,2,Invertivore,sand,3.3,30,Day,3,3
Rhinecanthus assasi,1,2,Invertivore,sand,3.5,30,Day,3,3
Rhinecanthus lunula,1,2,Invertivore,sand,3.3,28,Day,3,3
Rhinecanthus rectangulus,1,2,Invertivore,sand,3.1,30,Day,3,3
Rhinecanthus verrucosus,1,2,Invertivore,sand,3.3,23,Day,3,3
Rhinogobiops nicholsii,1,1,Invertivore,sand,3.4,15,Day,3,2
Rhinomuraena quaesita,1,1,Piscivore,coral,4.5,130,Night,5,6
Rhombosolea tapirina,1,1,Invertivore,sand,3.1,45,Night,3,4
Rhycherus filamentosus,1,1,Piscivore,rock,4.2,23,Day,5,3
Rhynchostracion nasus,1,2,Invertivore,coral,3.182352941,30,Day,3,3
Ruanoho whero,1,1,Invertivore,rock,3.3,9,Day,3,2
Rypticus bicolor,1,2,Piscivore,coral,4,28,Day,4,3
Rypticus nigripinnis,1,2,Piscivore,coral,3.9,20.3,Day,4,3
Rypticus saponaceus,1,2,Piscivore,coral,4.1,35,Day,5,4
Salarias alboguttatus,1,1,Grazer,coral,2,9,Day,1,2
Salarias ceramensis,1,1,Grazer,coral,2,15,Day,1,2
Salarias fasciatus,1,1,Grazer,coral,2,14,Day,1,2
Salarias guttatus,1,1,Grazer,coral,2,10,Day,1,2
Salarias segmentatus,1,1,Grazer,coral,2,11,Day,1,2
Salmo salar,1,3,Piscivore,rock,4.4,150,Day,5,6
Sarda australis,3,4,Piscivore,water column,4.5,180,Day,5,6
Sarda orientalis,3,4,Piscivore,water column,4.2,102,Day,5,6
Sarda sarda,3,4,Piscivore,water column,4.5,91.4,Day,5,6
Sardina pilchardus,3,4,Planktivore,water column,3.1,27.5,Day,3,3
Sardinella aurita,3,4,Planktivore,water column,3.4,31,Day,3,4
Sargocentron caudimaculatum,2,2,Invertivore,coral,3.9,25,Night,4,3
Sargocentron cornutum,2,2,Invertivore,coral,3.6,27,Night,4,3
Sargocentron diadema,2,2,Invertivore,coral,3.4,17,Night,3,3
Sargocentron hormion,2,2,Invertivore,coral,3.5,16.6,Night,3,3
Sargocentron ittodai,2,2,Invertivore,coral,3.6,20,Night,4,3
Sargocentron melanospilos,2,2,Invertivore,coral,4,25,Night,4,3
Sargocentron microstoma,2,2,Invertivore,coral,3.6,20,Night,4,3
Sargocentron rubrum,2,2,Invertivore,coral,3.5,32,Night,3,4
Sargocentron spiniferum,1,2,Invertivore,coral,3.5,51,Night,3,5
Sargocentron suborbitale,2,2,Invertivore,coral,3.5,25.4,Night,3,3
Sargocentron tiere,2,2,Invertivore,coral,3.5,33,Night,3,4
Sargocentron tiereoides,2,2,Invertivore,coral,3.6,17,Night,4,3
Sargocentron vexillarium,2,2,Invertivore,coral,3.5,18,Night,3,3
Sargocentron violaceum,2,2,Invertivore,coral,3.6,45,Night,4,4
Sarpa salpa,3,2,Grazer,rock,2,51,Day,1,5
Saurida gracilis,1,1,Piscivore,sand,4.2,32,Day,5,4
Saurida nebulosa,1,1,Piscivore,sand,4.2,16.5,Day,5,3
Scaevius milii,1,2,Invertivore,rock,4,20,Day,4,3
Scarus altipinnis,2,2,Microphage,coral,2,60,Day,1,5
Scarus chameleon,2,2,Microphage,coral,2,31,Day,1,4
Scarus coelestinus,2,2,Microphage,coral,2,77,Day,1,5
Scarus coeruleus,2,2,Microphage,coral,2,120,Day,1,6
Scarus compressus,2,2,Microphage,coral,2,68,Day,1,5
Scarus dimidiatus,2,2,Microphage,coral,2,40,Day,1,4
Scarus falcipinnis,2,2,Microphage,coral,2,60,Day,1,5
Scarus ferrugineus,2,2,Microphage,coral,2,41,Day,1,4
Scarus festivus,2,2,Microphage,coral,2,45,Day,1,4
Scarus flavipectoralis,2,2,Microphage,coral,2,40,Day,1,4
Scarus forsteni,2,2,Microphage,coral,2,55,Day,1,5
Scarus frenatus,2,2,Microphage,coral,2,47,Day,1,4
Scarus fuscopurpureus,2,2,Microphage,coral,2.1,38,Day,1,4
Scarus ghobban,2,2,Microphage,coral,2,90,Day,1,6
Scarus globiceps,2,2,Microphage,coral,2,27,Day,1,3
Scarus guacamaia,2,2,Microphage,coral,2,120,Day,1,6
Scarus hypselopterus,1,1,Grazer,coral,2.54712074,31,Day,2,4
Scarus iseri,2,2,Microphage,coral,2,35,Day,1,4
Scarus koputea,2,2,Microphage,coral,2.1,31,Day,1,4
Scarus longipinnis,2,2,Microphage,coral,2,40,Day,1,4
Scarus niger,2,2,Microphage,coral,2,40,Day,1,4
Scarus oviceps,2,2,Microphage,coral,2,35,Day,1,4
Scarus perrico,2,2,Microphage,coral,2,76,Day,1,5
Scarus prasiognathos,2,2,Microphage,coral,2,70,Day,1,5
Scarus psittacus,2,2,Microphage,coral,2,30,Day,1,3
Scarus quoyi,2,2,Microphage,coral,2,40,Day,1,4
Scarus rivulatus,2,2,Microphage,coral,2,40,Day,1,4
Scarus rubroviolaceus,2,2,Microphage,coral,2,70,Day,1,5
Scarus russelii,2,2,Microphage,coral,2,51,Day,1,5
Scarus scaber,2,2,Microphage,coral,2,37,Day,1,4
Scarus schlegeli,2,2,Microphage,coral,2,40,Day,1,4
Scarus spinus,2,2,Microphage,coral,2,30,Day,1,3
Scarus taeniopterus,2,2,Microphage,coral,2,35,Day,1,4
Scarus tricolor,2,2,Microphage,coral,2,26.6,Day,1,3
Scarus trispinosus,2,2,Microphage,coral,2,35.5,Day,1,4
Scarus vetula,2,2,Microphage,coral,2,61,Day,1,5
Scarus viridifucatus,2,2,Microphage,coral,2,45,Day,1,4
Scarus xanthopleura,1,1,Grazer,coral,2.547596669,52,Day,2,5
Scarus zelindae,2,2,Microphage,coral,2,33.2,Day,1,4
Schuettea scalaripinnis,3,2,Planktivore,rock,3.4,20,Day,3,3
Schuettea woodwardi,3,2,Planktivore,rock,3.4,24,Day,3,3
Sciaena umbra,3,1,Piscivore,rock,3.7,70,Night,4,5
Scobinichthys granulatus,1,2,Grazer,sand,2.8,30,Day,2,3
Scolecenchelys breviceps,1,1,Piscivore,rock,4.5,63,Night,5,5
Scolopsis affinis,1,2,Invertivore,coral,3.3,24,Day,3,3
Scolopsis aurata,1,2,Invertivore,coral,3.4,24,Day,3,3
Scolopsis bilineata,1,2,Invertivore,coral,3.6,23,Day,4,3
Scolopsis ciliata,1,2,Invertivore,coral,3.7,19,Day,4,3
Scolopsis frenata,1,2,Invertivore,coral,3.3,26,Day,3,3
Scolopsis ghanam,1,2,Invertivore,coral,3.6,30,Day,4,3
Scolopsis lineata,1,2,Invertivore,coral,3.2,23,Day,3,3
Scolopsis margaritifera,1,2,Invertivore,coral,3.536842105,28,Day,4,3
Scolopsis monogramma,1,2,Invertivore,coral,3.5,31,Day,3,4
Scolopsis temporalis,1,1,Grazer,coral,3.5,28,Day,3,3
Scolopsis trilineata,1,2,Invertivore,coral,3.4,20,Day,3,3
Scolopsis vosmeri,1,2,Invertivore,coral,3.5,25,Day,3,3
Scomber australasicus,3,4,Piscivore,water column,4.2,50,Day,5,4
Scomber colias,3,4,Piscivore,water column,3.9,55,Day,4,5
Scomberoides commersonnianus,2,4,Piscivore,water column,4.3,120,Day,5,6
Scomberoides lysan,2,4,Piscivore,water column,4.5,110,Day,5,6
Scomberomorus commerson,2,4,Piscivore,water column,4.5,240,Day,5,6
Scomberomorus maculatus,3,4,Piscivore,water column,4.5,91,Day,5,6
Scomberomorus queenslandicus,3,4,Piscivore,water column,4.26,147.6,Day,5,6
Scomberomorus regalis,3,4,Piscivore,water column,4.5,183,Day,5,6
Scomberomorus sierra,3,4,Piscivore,water column,4.5,99,Day,5,6
Scombrops boops,3,3,Piscivore,rock,4.5,150,Day,5,6
Scorpaena canariensis,1,1,Invertivore,rock,3.5,14,Day,3,2
Scorpaena cardinalis,1,1,Invertivore,rock,3.5,40,Day,3,4
Scorpaena guttata,1,1,Invertivore,rock,3.8,43,Day,4,4
Scorpaena histrio,1,1,Invertivore,coral,3.7,26,Day,4,3
Scorpaena jacksoniensis,1,1,Invertivore,rock,3.7,40,Day,4,4
Scorpaena maderensis,1,1,Invertivore,rock,4.1,14,Day,5,2
Scorpaena mystes,1,1,Invertivore,coral,3.8,45.7,Day,4,4
Scorpaena notata,1,1,Piscivore,rock,3.5,24,Day,3,3
Scorpaena papillosa,1,1,Invertivore,rock,4,36,Day,4,4
Scorpaena plumieri,1,1,Piscivore,coral,3.8,45,Day,4,4
Scorpaena porcus,1,1,Piscivore,rock,3.9,37,Day,4,4
Scorpaena scrofa,1,1,Piscivore,rock,4.3,50,Day,5,4
Scorpaena sumptuosa,1,1,Invertivore,rock,3.8,40,Day,4,4
Scorpaenichthys marmoratus,1,1,Invertivore,rock,3.6,99,Day,4,6
Scorpaenodes evides,1,1,Piscivore,rock,3.777391304,12.5,Day,4,2
Scorpaenodes parvipinnis,1,1,Piscivore,coral,3.777391304,12.5,Day,4,2
Scorpaenodes scaber,1,1,Invertivore,coral,3.6,12,Day,4,2
Scorpaenopsis cirrosa,1,1,Piscivore,coral,4,23.1,Day,4,3
Scorpaenopsis diabolus,1,1,Piscivore,coral,4.2,30,Day,5,3
Scorpaenopsis neglecta,1,1,Piscivore,rock,4.1,19,Day,5,3
Scorpaenopsis oxycephala,1,1,Piscivore,coral,3.9,36,Day,4,4
Scorpaenopsis papuensis,1,1,Piscivore,coral,4.2,25,Day,5,3
Scorpaenopsis possi,1,1,Piscivore,coral,4.2,19.4,Day,5,3
Scorpis aequipinnis,2,3,Planktivore,rock,3.3,56,Day,3,5
Scorpis georgiana,2,3,Planktivore,rock,3,46,Day,2,4
Scorpis lineolata,3,3,Planktivore,rock,3.3,37,Day,3,4
Scorpis violacea,3,3,Planktivore,rock,3.3,34.5,Day,3,4
Sebastapistes cyanostigma,1,1,Invertivore,coral,3.8,10,Day,4,2
Sebastapistes strongia,1,1,Invertivore,coral,3.6,6,Day,4,1
Sebastes atrovirens,1,2,Invertivore,rock,3.4,42,Day,3,4
Sebastes auriculatus,1,2,Piscivore,rock,4,56,Day,4,5
Sebastes carnatus,1,2,Piscivore,rock,3.6,39,Day,4,4
Sebastes caurinus,1,2,Piscivore,rock,4.1,58,Day,5,5
Sebastes chrysomelas,1,2,Piscivore,rock,3.5,39,Day,3,4
Sebastes flavidus,1,2,Piscivore,rock,4.1,66,Day,5,5
Sebastes inermis,1,2,Invertivore,rock,3.1,35,Day,3,4
Sebastes maliger,1,2,Piscivore,rock,3.8,61,Day,4,5
Sebastes mystinus,1,2,Piscivore,rock,2.8,61,Day,2,5
Sebastes oculatus,1,2,Piscivore,rock,3.6,40,Day,4,4
Sebastes paucispinis,1,3,Piscivore,rock,3.5,91,Day,3,6
Sebastes rastrelliger,1,2,Piscivore,rock,3.9,56,Day,4,5
Sebastes rosaceus,1,1,Piscivore,rock,3.7,36,Day,4,4
Sebastes serranoides,1,2,Piscivore,rock,3.9,61,Day,4,5
Sebastes serriceps,1,2,Piscivore,rock,3.6,41,Day,4,4
Sebastiscus albofasciatus,1,2,Invertivore,rock,3.5,25,Night,3,3
Sebastiscus marmoratus,1,2,Invertivore,rock,3.6,30,Night,4,3
Selar boops,3,4,Planktivore,water column,3.5,25,Day,3,3
Selar crumenophthalmus,3,4,Piscivore,water column,4.1,30,Day,5,3
Selaroides leptolepis,3,4,Planktivore,water column,3.5,22,Day,3,3
Semicossyphus darwini,1,2,Invertivore,coral,3.8,70,Day,4,5
Semicossyphus pulcher,1,2,Invertivore,rock,3.6,91,Day,4,6
Seriola dumerili,2,4,Piscivore,water column,4.5,190,Day,5,6
Seriola hippos,2,4,Piscivore,water column,4.4,150,Day,5,6
Seriola lalandi,3,4,Piscivore,water column,4.1,250,Day,5,6
Seriola rivoliana,2,4,Piscivore,water column,4.5,160,Day,5,6
Seriolella brama,3,4,Planktivore,water column,3.3,76,Day,3,5
Serranocirrhitus latus,1,2,Invertivore,coral,3.4,13,Day,3,2
Serranus atricauda,1,2,Piscivore,rock,4.3,43.2,Day,5,4
Dules auriga,1,2,Invertivore,rock,3.6,19,Day,4,3
Serranus baldwini,1,2,Invertivore,coral,4.1,12,Day,5,2
Serranus cabrilla,1,2,Invertivore,rock,3.4,40,Day,3,4
Serranus flaviventris,1,2,Invertivore,coral,3.4,7.5,Day,3,2
Serranus psittacinus,1,2,Invertivore,sand,3.6,18,Day,4,3
Serranus scriba,1,2,Invertivore,rock,3.8,36,Day,4,4
Serranus tabacarius,1,2,Piscivore,sand,4.2,22,Day,5,3
Serranus tico,1,2,Invertivore,sand,3.884353741,25.18888889,Day,4,3
Serranus tigrinus,1,2,Invertivore,coral,3.7,29,Day,4,3
Serranus tortugarum,1,1,Planktivore,sand,3.08,8,Day,3,2
Siganus argenteus,2,2,Grazer,coral,2,40,Day,1,4
Siganus canaliculatus,1,1,Grazer,coral,2.8,30,Day,2,3
Siganus corallinus,2,2,Grazer,coral,2,35,Day,1,4
Siganus doliatus,2,2,Grazer,coral,2,25,Day,1,3
Siganus fuscescens,3,2,Grazer,coral,2.3,40,Day,1,4
Siganus guttatus,2,2,Grazer,coral,2.7,42,Day,2,4
Siganus javus,2,2,Grazer,coral,2.4,53,Day,1,5
Siganus lineatus,2,2,Grazer,coral,2,43,Day,1,4
Siganus luridus,2,2,Grazer,coral,2,30,Day,1,3
Siganus puelloides,2,2,Grazer,coral,2.7,31,Day,2,4
Siganus puellus,2,2,Grazer,coral,3,38,Day,2,4
Siganus punctatissimus,2,2,Grazer,coral,2,35,Day,1,4
Siganus punctatus,2,2,Grazer,coral,2.8,40,Day,2,4
Siganus rivulatus,1,1,Grazer,coral,2,27,Day,1,3
Siganus spinus,2,2,Grazer,coral,2,28,Day,1,3
Siganus stellatus,2,2,Grazer,coral,2.7,40,Day,2,4
Siganus trispilos,2,2,Grazer,coral,2.2,25,Day,1,3
Siganus vermiculatus,1,1,Grazer,coral,2,45,Day,1,4
Siganus virgatus,2,2,Grazer,coral,2,30,Day,1,3
Siganus vulpinus,2,2,Grazer,coral,2.7,25,Day,2,3
Signigobius biocellatus,1,1,Invertivore,sand,3.5,10,Day,3,2
Sillaginodes punctatus,2,2,Invertivore,sand,3.3,72,Day,3,5
Sillago ciliata,2,2,Invertivore,sand,3.2,51,Day,3,5
Siphamia cephalotes,3,3,Invertivore,sand,3.4,6,Night,3,1
Siphamia roseigaster,2,3,Invertivore,rock,3.4,6.4,Night,3,1
Siphamia tubifer,3,2,Invertivore,rock,3.4,6.4,Night,3,1
Siphonognathus argyrophanes,1,2,Omnivore,rock,2.6,40,Day,2,4
Siphonognathus attenuatus,1,2,Omnivore,rock,2.7,14,Day,2,2
Siphonognathus beddomei,2,2,Omnivore,rock,2.7,14,Day,2,2
Siphonognathus caninis,1,2,Omnivore,rock,2.7,10,Day,2,2
Siphonognathus radiatus,1,2,Omnivore,rock,2.7,18,Day,2,3
Solea solea,1,1,Invertivore,sand,3.1,70,Night,3,5
Solenostomus paradoxus,2,2,Planktivore,coral,3.6,12,Night,4,2
Sparisoma amplum,2,2,Microphage,coral,2,39,Day,1,4
Sparisoma atomarium,2,2,Microphage,coral,2,25,Day,1,3
Sparisoma aurofrenatum,2,2,Microphage,coral,2,28,Day,1,3
Sparisoma axillare,2,2,Microphage,coral,2,37,Day,1,4
Sparisoma chrysopterum,2,2,Microphage,coral,2,46,Day,1,4
Sparisoma cretense,2,2,Microphage,rock,2.9,50,Day,2,4
Sparisoma frondosum,2,2,Microphage,coral,2,34.5,Day,1,4
Sparisoma radians,2,2,Microphage,coral,2,20,Day,1,3
Sparisoma rubripinne,2,2,Microphage,coral,2,47.8,Day,1,4
Sparisoma viride,2,2,Microphage,coral,2,64,Day,1,5
Sparodon durbanensis,2,2,Invertivore,rock,3.4,120,Day,3,6
Sphaeramia nematoptera,3,2,Planktivore,coral,3.2,8.5,Night,3,2
Sphoeroides annulatus,1,2,Grazer,sand,3.1,44,Day,3,4
Sphoeroides lobatus,1,2,Grazer,sand,3.2,25,Day,3,3
Sphoeroides marmoratus,1,2,Grazer,sand,3.2,20,Day,3,3
Sphoeroides spengleri,1,2,Invertivore,sand,3.2,30,Day,3,3
Sphyraena barracuda,3,4,Piscivore,water column,4.5,200,Day,5,6
Sphyraena ensis,3,4,Piscivore,water column,4.5,127,Day,5,6
Sphyraena flavicauda,3,4,Piscivore,water column,3.8,60,Day,4,5
Sphyraena helleri,3,4,Piscivore,water column,4.5,80,Day,5,5
Sphyraena idiastes,3,4,Piscivore,water column,4.5,91,Day,5,6
Sphyraena jello,3,4,Piscivore,water column,4.5,150,Day,5,6
Sphyraena novaehollandiae,3,4,Piscivore,water column,4.5,110,Day,5,6
Sphyraena obtusata,3,4,Piscivore,water column,4.5,55,Day,5,5
Sphyraena putnamae,3,4,Piscivore,water column,4.5,90,Day,5,6
Sphyraena qenie,3,4,Piscivore,water column,4.5,170,Day,5,6
Sphyraena viridensis,3,4,Piscivore,water column,4.3,128,Day,5,6
Spicara maena,3,3,Invertivore,rock,4.2,25,Day,5,3
Spondyliosoma cantharus,2,2,Invertivore,rock,3.3,60,Day,3,5
Spondyliosoma emarginatum,2,2,Invertivore,rock,2.8,45,Day,2,4
Spratelloides gracilis,3,4,Planktivore,water column,3.4,12,Day,3,2
Spratelloides robustus,3,4,Planktivore,water column,3.4,12,Day,3,2
Squamicreedia obtusa,1,2,Invertivore,sand,3.6,8,Day,4,2
Stanulus talboti,1,1,Grazer,coral,2,4.8,Day,1,1
Stegastes acapulcoensis,1,2,Grazer,coral,2,17,Day,1,3
Stegastes adustus,1,2,Grazer,coral,2.5,15,Day,1,2
Stegastes albifasciatus,1,2,Grazer,coral,2,13,Day,1,2
Stegastes altus,1,2,Grazer,rock,2,15,Day,1,2
Stegastes apicalis,1,2,Grazer,coral,2.1,15,Day,1,2
Stegastes arcifrons,1,2,Grazer,coral,3,13,Day,2,2
Stegastes aureus,1,2,Grazer,coral,2.2,11,Day,1,2
Stegastes beebei,1,2,Grazer,coral,3,15,Day,2,2
Stegastes diencaeus,1,2,Grazer,coral,2,12.5,Day,1,2
Stegastes emeryi,1,2,Grazer,coral,2.2,10,Day,1,2
Stegastes fasciolatus,1,2,Grazer,coral,2.2,15,Day,1,2
Stegastes flavilatus,1,2,Grazer,coral,2,10,Day,1,2
Stegastes fuscus,1,2,Grazer,coral,3.3,12.6,Day,3,2
Stegastes gascoynei,1,2,Grazer,coral,2.1,15,Day,1,2
Stegastes insularis,1,2,Grazer,coral,2,11,Day,1,2
Stegastes leucorus,2,2,Omnivore,coral,2,14,Day,1,2
Stegastes leucostictus,1,2,Grazer,coral,3.1,10,Day,3,2
Stegastes nigricans,1,2,Grazer,coral,2.2,14,Day,1,2
Stegastes obreptus,1,2,Grazer,coral,2,12,Day,1,2
Stegastes partitus,1,2,Grazer,coral,2,10,Day,1,2
Stegastes pictus,1,2,Grazer,coral,2,7.5,Day,1,2
Stegastes planifrons,1,2,Grazer,coral,2.6,13,Day,2,2
Stegastes punctatus,1,2,Grazer,coral,2.357470305,12.75416667,Day,1,2
Stegastes rectifraenum,1,1,Planktivore,coral,2,10,Day,1,2
Stegastes variabilis,1,2,Grazer,coral,2.5,12.5,Day,1,2
Stephanolepis cirrhifer,2,2,Omnivore,rock,2.8,30,Day,2,3
Stethojulis albovittata,2,2,Invertivore,coral,3.6,14,Day,4,2
Stethojulis balteata,2,2,Invertivore,coral,3.2,15,Day,3,2
Stethojulis bandanensis,2,2,Invertivore,coral,3.2,15,Day,3,2
Stethojulis interrupta,2,2,Invertivore,coral,3.5,13,Day,3,2
Stethojulis marquesensis,2,2,Invertivore,coral,3.2,8.5,Day,3,2
Stethojulis strigiventer,2,2,Invertivore,coral,3.2,15,Day,3,2
Stethojulis terina,2,2,Invertivore,rock,3.5,12.6,Day,3,2
Stethojulis trilineata,2,2,Invertivore,coral,3.2,15,Day,3,2
Stigmatopora macropterygia,1,1,Invertivore,rock,3.5,35,Day,3,4
Strongylura incisa,2,4,Piscivore,water column,4.2,100,Day,5,6
Stygnobrotula latebricola,1,1,Planktivore,coral,3.3,7.5,Night,3,2
Suezichthys arquatus,1,2,Invertivore,rock,3.5,13.5,Day,3,2
Suezichthys aylingi,2,2,Invertivore,rock,3.5,12,Day,3,2
Suezichthys cyanolaemus,1,2,Invertivore,rock,3.5,12,Day,3,2
Suezichthys devisi,1,2,Invertivore,rock,3.5,14,Day,3,2
Sufflamen albicaudatum,1,2,Invertivore,coral,3.3,22,Day,3,3
Sufflamen bursa,1,2,Invertivore,coral,3.1,25,Day,3,3
Sufflamen chrysopterum,1,2,Invertivore,coral,3.5,30,Day,3,3
Sufflamen fraenatum,1,2,Invertivore,coral,3.4,38,Day,3,4
Sufflamen verres,1,2,Invertivore,coral,3.3,40,Day,3,4
Symphodus bailloni,1,1,Invertivore,rock,3.5,22,Day,3,3
Symphodus cinereus,1,2,Invertivore,rock,3.3,16,Day,3,3
Symphodus doderleini,1,2,Invertivore,rock,3.4,10,Day,3,2
Symphodus mediterraneus,1,2,Invertivore,rock,3.1,18,Day,3,3
Symphodus melops,1,1,Grazer,rock,3.4,30,Day,3,3
Symphodus ocellatus,2,2,Invertivore,rock,3.3,12,Day,3,2
Symphodus roissali,1,2,Invertivore,rock,3.5,17,Day,3,3
Symphodus rostratus,1,2,Invertivore,rock,3.5,13,Day,3,2
Symphodus tinca,2,2,Invertivore,rock,3.1,44,Day,3,4
Symphorichthys spilurus,1,2,Piscivore,coral,3.8,60,Day,4,5
Symphorus nematophorus,1,2,Piscivore,coral,4.1,100,Day,5,6
Synanceia horrida,1,1,Piscivore,rock,4.3,60,Day,5,5
Synanceia verrucosa,1,1,Piscivore,coral,4.2,40,Day,5,4
Synchiropus bartelsi,1,1,Invertivore,sand,3.2,4.5,Night,3,1
Synchiropus moyeri,1,1,Invertivore,sand,3.4,7.5,Day,3,2
Synchiropus splendidus,1,1,Invertivore,coral,3.3,6,Night,3,1
Synchiropus stellatus,1,1,Invertivore,sand,3.4,7.5,Day,3,2
Synchirus gilli,1,1,Invertivore,rock,3.5,7,Day,3,1
Synodus binotatus,1,1,Piscivore,coral,4,18,Day,4,3
Synodus capricornis,1,1,Piscivore,coral,4.1,21,Day,5,3
Synodus dermatogenys,1,1,Piscivore,sand,4.2,24,Day,5,3
Synodus intermedius,1,1,Piscivore,coral,4.2,46,Day,5,4
Synodus jaculum,1,1,Piscivore,coral,4,20,Day,4,3
Synodus lacertinus,1,1,Piscivore,coral,4.2,20,Day,5,3
Synodus rubromarmoratus,1,1,Piscivore,sand,4,20,Day,4,3
Synodus sageneus,1,1,Piscivore,sand,4.1,26,Day,5,3
Synodus saurus,1,1,Piscivore,rock,4.5,40,Day,5,4
Synodus synodus,1,1,Piscivore,sand,4.2,33,Day,5,4
Synodus ulae,1,1,Piscivore,coral,4.2,30,Day,5,3
Synodus variegatus,1,1,Piscivore,coral,4.2,40,Day,5,4
Taeniamia biguttata,3,3,Planktivore,coral,3.6,11,Night,4,2
Taenianotus triacanthus,1,1,Invertivore,coral,4.1,10,Day,5,2
Takifugu alboplumbeus,1,1,Invertivore,sand,3.3,23,Day,3,3
Taurulus bubalis,1,1,Invertivore,rock,3.6,17.5,Day,4,3
Tautoga onitis,1,1,Invertivore,rock,3.582461425,91,Day,4,6
Tautogolabrus adspersus,1,2,Invertivore,rock,3.5,38,Day,3,4
Tetractenos glaber,1,2,Invertivore,sand,3.2,16,Day,3,3
Thalassoma amblycephalum,3,2,Planktivore,coral,3.1,16,Day,3,3
Thalassoma bifasciatum,2,2,Invertivore,coral,3.3,25,Day,3,3
Thalassoma cupido,2,2,Invertivore,rock,3.3,20,Day,3,3
Thalassoma duperrey,2,2,Invertivore,coral,3.4,28,Day,3,3
Thalassoma grammaticum,2,2,Planktivore,coral,3.5,32,Day,3,4
Thalassoma hardwicke,2,2,Invertivore,coral,3.6,20,Day,4,3
Thalassoma hebraicum,2,2,Planktivore,coral,3.5,23,Day,3,3
Thalassoma heiseri,2,2,Planktivore,coral,3.4,11.6,Day,3,2
Thalassoma jansenii,2,2,Invertivore,coral,3.3,20,Day,3,3
Thalassoma lucasanum,2,2,Planktivore,coral,3.5,15,Day,3,2
Thalassoma lunare,2,2,Invertivore,coral,3.5,25,Day,3,3
Thalassoma lutescens,2,2,Invertivore,coral,3.4,30,Day,3,3
Thalassoma nigrofasciatum,2,2,Planktivore,coral,3.5,20,Day,3,3
