"max_length","trophic_level","thermal_mp_5min_95max","thermal_95thmax","trophic_group","water_column","diel_activity","habitat","sp_name"
64,2,26.6805,31.063,"scraping herbivore","demersal","day","coral","Sparisoma viride"
120,3.4,19.575,22.345,"benthic invertivore","demersal","day","rock","Sparodon durbanensis"
8.5,3.2,29.9657,31.07,"planktivore","demersal","night","coral","Sphaeramia nematoptera"
44,3.1,22.6405,29.254,"browsing herbivore","demersal","day","sand","Sphoeroides annulatus"
25,3.2,23.49585,31.941,"browsing herbivore","demersal","day","sand","Sphoeroides lobatus"
20,3.2,21.781,24.613,"browsing herbivore","demersal","day","sand","Sphoeroides marmoratus"
30,3.2,23.482425,30.904,"benthic invertivore","demersal","day","sand","Sphoeroides spengleri"
200,4.5,25.00145,31.2239,"higher carnivore","pelagic non-site attached","day","water column","Sphyraena barracuda"
127,4.5,26.7658,30.3078,"higher carnivore","pelagic non-site attached","day","water column","Sphyraena ensis"
60,3.8,27.0616,32.1545,"higher carnivore","pelagic non-site attached","day","water column","Sphyraena flavicauda"
80,4.5,25.738,30.288,"higher carnivore","pelagic non-site attached","day","water column","Sphyraena helleri"
91,4.5,23.25255,26.5916,"higher carnivore","pelagic non-site attached","day","water column","Sphyraena idiastes"
150,4.5,25.664,31.417,"higher carnivore","pelagic non-site attached","day","water column","Sphyraena jello"
110,4.5,17.24025,22.9185,"higher carnivore","pelagic non-site attached","day","water column","Sphyraena novaehollandiae"
55,4.5,24.3735,31.382,"higher carnivore","pelagic non-site attached","day","water column","Sphyraena obtusata"
90,4.5,23.8711,31.8252,"higher carnivore","pelagic non-site attached","day","water column","Sphyraena putnamae"
170,4.5,27.3085,31.3195,"higher carnivore","pelagic non-site attached","day","water column","Sphyraena qenie"
128,4.3,21.108,29.494,"higher carnivore","pelagic non-site attached","day","water column","Sphyraena viridensis"
25,4.2,19.1193,25.7976,"benthic invertivore","pelagic site attached","day","rock","Spicara maena"
60,3.3,18.8513,26.1296,"benthic invertivore","demersal","day","rock","Spondyliosoma cantharus"
45,2.8,19.5045,24.07,"benthic invertivore","demersal","day","rock","Spondyliosoma emarginatum"
12,3.4,24.223,31.224,"planktivore","pelagic non-site attached","day","water column","Spratelloides gracilis"
12,3.4,16.46435,22.6127,"planktivore","pelagic non-site attached","day","water column","Spratelloides robustus"
8,3.6,26.0035,28.606,"benthic invertivore","demersal","day","sand","Squamicreedia obtusa"
4.8,2,23.317,27.562,"browsing herbivore","benthic","day","coral","Stanulus talboti"
17,2,26.874,30.354,"algal farmer","demersal","day","coral","Stegastes acapulcoensis"
15,2.5,26.91455,30.4154,"algal farmer","demersal","day","coral","Stegastes adustus"
13,2,26.7402,30.0066,"algal farmer","demersal","day","coral","Stegastes albifasciatus"
15,2,23.239175,30.9811,"browsing herbivore","demersal","day","rock","Stegastes altus"
15,2.1,24.9775,30.169,"algal farmer","demersal","day","coral","Stegastes apicalis"
13,3,25.5115,29.75,"algal farmer","demersal","day","coral","Stegastes arcifrons"
11,2.2,28.061875,29.477,"browsing herbivore","demersal","day","coral","Stegastes aureus"
15,3,25.0995,29.75,"algal farmer","demersal","day","coral","Stegastes beebei"
12.5,2,26.862,30.577,"algal farmer","demersal","day","coral","Stegastes diencaeus"
10,2.2,25.411,28.35,"browsing herbivore","demersal","day","coral","Stegastes emeryi"
15,2.2,24.3797,30.0604,"algal farmer","demersal","day","coral","Stegastes fasciolatus"
10,2,27.2565,30.418,"algal farmer","demersal","day","coral","Stegastes flavilatus"
12.6,3.3,26.6805,31.063,"algal farmer","demersal","day","coral","Stegastes fuscus"
15,2.1,23.1945,27.69,"algal farmer","demersal","day","coral","Stegastes gascoynei"
11,2,28.0625,30.209,"algal farmer","demersal","day","coral","Stegastes insularis"
14,2,22.708325,29.62895,"algal farmer","demersal","day","coral","Stegastes leucorus"
10,3.1,26.5035,30.91,"algal farmer","demersal","day","coral","Stegastes leucostictus"
14,2.2,26.631,31.175,"algal farmer","demersal","day","coral","Stegastes nigricans"
12,2,24.8865,31.31,"algal farmer","demersal","day","coral","Stegastes obreptus"
10,2,26.908,30.91,"algal farmer","demersal","day","coral","Stegastes partitus"
7.5,2,26.3445,28.079,"algal farmer","demersal","day","coral","Stegastes pictus"
13,2.6,26.402,30.553,"algal farmer","demersal","day","coral","Stegastes planifrons"
12.75416667,2.357470305,26.53885,29.018,"algal farmer","demersal","day","coral","Stegastes punctatus"
10,3.35324736586231,23.4659,31.1118,"planktivore","benthic","day","coral","Stegastes rectifraenum"
12.5,2.5,26.58,31.063,"algal farmer","demersal","day","coral","Stegastes variabilis"
30,2.8,23.1572,30.6815,"omnivore","demersal","day","rock","Stephanolepis cirrhifer"
27.5,2.2,23.639175,31.03715,"omnivore","demersal","day","rock","Stephanolepis hispidus"
14,3.6,27.17525,32.916,"benthic invertivore","demersal","day","coral","Stethojulis albovittata"
15,3.2,26.563,29.061,"benthic invertivore","demersal","day","coral","Stethojulis balteata"
15,3.2,25.013,30.95,"benthic invertivore","demersal","day","coral","Stethojulis bandanensis"
13,3.5,23.1455,30.909,"benthic invertivore","demersal","day","coral","Stethojulis interrupta"
8.5,3.2,28.4475,29.747,"benthic invertivore","demersal","day","coral","Stethojulis marquesensis"
15,3.2,24.683,30.903,"benthic invertivore","demersal","day","coral","Stethojulis strigiventer"
12.6,3.5,23.182,31.136,"benthic invertivore","demersal","day","rock","Stethojulis terina"
15,3.2,25.8,31.303,"benthic invertivore","demersal","day","coral","Stethojulis trilineata"
27.0333449966869,3.48438097107315,10.143,18.11,"benthic invertivore","benthic","day","rock","Stichaeus punctatus punctatus"
7.5,3.3,28.153,29.684,"planktivore","benthic","night","coral","Stygnobrotula latebricola"
13.5,3.5,20.8505,25.531,"benthic invertivore","demersal","day","rock","Suezichthys arquatus"
12,3.5,18.4471,22.598,"benthic invertivore","demersal","day","rock","Suezichthys aylingi"
12,3.5,21.318,24.88,"benthic invertivore","demersal","day","rock","Suezichthys cyanolaemus"
14,3.5,22.3639,28.5578,"benthic invertivore","demersal","day","rock","Suezichthys devisi"
22,3.3,23.8733,29.65715,"benthic invertivore","demersal","day","coral","Sufflamen albicaudatum"
25,3.1,26.9132,30.7884,"benthic invertivore","demersal","day","coral","Sufflamen bursa"
30,3.5,25.169,31.207,"benthic invertivore","demersal","day","coral","Sufflamen chrysopterum"
38,3.4,25.1395,31.207,"benthic invertivore","demersal","day","coral","Sufflamen fraenatum"
40,3.3,25.8135,30.354,"benthic invertivore","demersal","day","coral","Sufflamen verres"
16,3.3,19.13765,26.5026,"benthic invertivore","demersal","day","rock","Symphodus cinereus"
10,3.4,17.873,25.7776,"benthic invertivore","demersal","day","rock","Symphodus doderleini"
18,3.1,19.2115,26.85,"benthic invertivore","demersal","day","rock","Symphodus mediterraneus"
14,3,19.148075,26.72315,"benthic invertivore","demersal","day","rock","Centrolabrus melanocercus"
30,2.79144488155894,19.1450410252049,24.367622048117,"browsing herbivore","benthic","day","rock","Symphodus melops"
12,3.3,18.99465,26.4163,"benthic invertivore","demersal","day","rock","Symphodus ocellatus"
17,3.5,18.3645,26.85,"benthic invertivore","demersal","day","rock","Symphodus roissali"
13,3.5,19.035,26.403,"benthic invertivore","demersal","day","rock","Symphodus rostratus"
44,3.1,19.3147,28.581,"benthic invertivore","demersal","day","rock","Symphodus tinca"
60,3.8,27.6474,31.284,"higher carnivore","demersal","day","coral","Symphorichthys spilurus"
100,4.1,26.6797,31.151,"higher carnivore","demersal","day","coral","Symphorus nematophorus"
60,4.3,23.8175,26.992,"higher carnivore","benthic","day","rock","Synanceia horrida"
40,4.2,22.854575,30.7669,"higher carnivore","benthic","day","coral","Synanceia verrucosa"
27.8866298353392,3.52235101888268,29.60385,30.4617,"benthic invertivore","benthic","night","sand","Synchiropus bartelsi"
7.5,3.4,25.99475,30.4044,"benthic invertivore","benthic","day","sand","Synchiropus moyeri"
6,3.55636136239851,29.3982,31.3984,"benthic invertivore","benthic","night","coral","Synchiropus splendidus"
7.5,3.4,29.382075,32.7236,"benthic invertivore","benthic","day","sand","Synchiropus stellatus"
7,3.5,12.1455,17.487,"benthic invertivore","benthic","day","rock","Synchirus gilli"
18,4,24.89975,30.674,"higher carnivore","benthic","day","coral","Synodus binotatus"
21,4.1,24.92385,29.2432,"higher carnivore","benthic","day","coral","Synodus capricornis"
24,4.2,23.31595,31.1889,"higher carnivore","benthic","day","sand","Synodus dermatogenys"
28,4.0251218804035,23.930525,29.901,"higher carnivore","benthic","day","coral","Synodus doaki"
46,4.2,25.293625,30.56075,"higher carnivore","benthic","day","coral","Synodus intermedius"
20,4,23.5054,31.156,"higher carnivore","benthic","day","coral","Synodus jaculum"
20,4.2,25.705875,30.13875,"higher carnivore","benthic","day","coral","Synodus lacertinus"
20,3.97827769024506,29.616,30,"higher carnivore","benthic","day","sand","Synodus rubromarmoratus"
26,4.1,26.353,30.4418,"higher carnivore","benthic","day","sand","Synodus sageneus"
40,4.5,24.0137,29.8154,"higher carnivore","benthic","day","rock","Synodus saurus"
33,4.2,24.0265,30.244,"higher carnivore","benthic","day","sand","Synodus synodus"
30,4.2,25.582,30.332,"higher carnivore","benthic","day","coral","Synodus ulae"
40,4.2,24.251,31.137,"higher carnivore","benthic","day","coral","Synodus variegatus"
10,3.5,27.9085327697136,30.5687863058605,"planktivore","pelagic site attached","night","coral","Taeniamia fucata"
9,3.5,28.1816654722258,30.477540788194,"planktivore","demersal","night","coral","Taeniamia leai"
8,3.7,28.1030566490249,30.2944269044577,"planktivore","demersal","night","coral","Taeniamia zosterophora"
10,4.1,27.233,30.82,"benthic invertivore","benthic","day","coral","Taenianotus triacanthus"
17.5,3.6,9.9187,19.5452,"benthic invertivore","benthic","day","rock","Taurulus bubalis"
91,3.61784232035514,15.0855,27.1565,"benthic invertivore","benthic","day","rock","Tautoga onitis"
38,3.5,12.346475,23.47095,"benthic invertivore","demersal","day","rock","Tautogolabrus adspersus"
16,3.2,17.511,23.751,"benthic invertivore","demersal","day","sand","Tetractenos glaber"
16,3.1,25.154275,31.224,"planktivore","demersal","day","coral","Thalassoma amblycephalum"
25,3.3,26.5805,30.91,"benthic invertivore","demersal","day","coral","Thalassoma bifasciatum"
20,3.3,23.241125,31.136,"benthic invertivore","demersal","day","rock","Thalassoma cupido"
28,3.4,25.894875,27.76275,"benthic invertivore","demersal","day","coral","Thalassoma duperrey"
32,3.5,27.0536,30.099,"planktivore","demersal","day","coral","Thalassoma grammaticum"
20,3.6,25.1505,31.17,"benthic invertivore","demersal","day","coral","Thalassoma hardwicke"
23,3.5,29.1325,33.011,"planktivore","demersal","day","coral","Thalassoma hebraicum"
11.6,3.4,25.439175,28.40635,"planktivore","demersal","day","coral","Thalassoma heiseri"
20,3.3,25.543,31.2675,"benthic invertivore","demersal","day","coral","Thalassoma jansenii"
15,3.5,25.7825,30.292,"planktivore","demersal","day","coral","Thalassoma lucasanum"
25,3.5,23.697,31.224,"benthic invertivore","demersal","day","coral","Thalassoma lunare"
30,3.4,24.0305,29.598,"benthic invertivore","demersal","day","coral","Thalassoma lutescens"
20,3.5,24.472,29.813,"planktivore","demersal","day","coral","Thalassoma nigrofasciatum"
25,3.5,21.3635,29.0267,"planktivore","demersal","day","rock","Thalassoma pavo"
46,3.6,24.41,29.735,"benthic invertivore","demersal","day","coral","Thalassoma purpureum"
17,3.6,25.15225,30.674,"planktivore","demersal","day","coral","Thalassoma quinquevittatum"
20,3.5,25.9288,30.8126,"planktivore","demersal","day","coral","Thalassoma rueppellii"
31,3.5,21.959,25.455,"planktivore","demersal","day","rock","Thalassoma septemfasciatum"
30,3.6,24.04775,29.0195,"benthic invertivore","demersal","day","coral","Thalassoma trilobatum"
19.3,3.4,24.1045,30.207,"omnivore","demersal","day","coral","Thamnaconus analis"
13,3,6.928,14.971,"benthic invertivore","benthic","day","sand","Thorogobius ephippiatus"
35,3.5,18.5135,23.751,"benthic invertivore","benthic","day","rock","Chironemus maculosus"
239,4.3,26.782575,31.6577,"higher carnivore","pelagic non-site attached","day","water column","Thunnus albacares"
200,3.7,15.1555,19.9044,"higher carnivore","pelagic non-site attached","day","water column","Thyrsites atun"
45,4,19.9155,24.56,"higher carnivore","benthic","night","rock","Thysanophrys cirronasa"
40,3.3,17.3691,22.7442,"benthic invertivore","pelagic site attached","day","rock","Tilodon sexfasciatus"
22,3.3,19.735975,24.0247,"benthic invertivore","demersal","day","sand","Torquigener pleurogramma"
15,3.2,19.5445,23.8384,"benthic invertivore","demersal","day","sand","Torquigener squamicauda"
18,3.6,17.9157,23.4864,"planktivore","demersal","night","rock","Trachichthys australis"
8,3.7,20.27,22.784,"benthic invertivore","demersal","day","rock","Trachinops brauni"
15,4,15.454,21.163,"benthic invertivore","demersal","day","rock","Trachinops caudimaculatus"
15,4,17.947,22.75,"benthic invertivore","demersal","day","rock","Trachinops noarlungae"
10,4,20.2215,25.219,"benthic invertivore","demersal","day","rock","Trachinops taeniatus"
120,3.7,24.6434923308831,30.1933260995025,"benthic invertivore","demersal","day","sand","Trachinotus anak"
60,3.6,25.123575,30.66165,"benthic invertivore","pelagic non-site attached","day","water column","Trachinotus baillonii"
110,3.7,26.39625,30.5765,"benthic invertivore","pelagic non-site attached","day","water column","Trachinotus blochii"
70,3.7,21.60635,28.2847,"benthic invertivore","pelagic non-site attached","day","water column","Trachinotus ovatus"
61,4,26.4265,31.518,"benthic invertivore","pelagic non-site attached","day","water column","Trachinotus rhodopus"
34,3.6,25.14225,29.0115,"benthic invertivore","pelagic non-site attached","day","water column","Trachinotus stilbe"
53,4.2,14.6258,28.03705,"higher carnivore","benthic","day","sand","Trachinus draco"
64,3.9,16.4254,22.5475,"higher carnivore","pelagic non-site attached","day","water column","Trachurus declivis"
50,3.4,23.3035,29.991,"higher carnivore","pelagic non-site attached","day","water column","Trachurus japonicus"
50,3.2,19.0045,23.905,"higher carnivore","pelagic non-site attached","day","water column","Trachurus novaezelandiae"
21.6170871520046,3.44840143812272,18.4805,22.136,"planktivore","benthic","day","rock","Trachurus symmetricus"
70,3.6,17.12,19.301,"higher carnivore","pelagic non-site attached","day","water column","Trachurus trachurus"
22,3.5,21.684,24.92,"higher carnivore","benthic","day","coral","Trachypoma macracanthus"
30,3.5,23.3902,32.0348,"benthic invertivore","demersal","day","coral","Tragulichthys jaculiferus"
7,3.3,16.0399,21.257,"benthic invertivore","benthic","day","rock","Trianectes bucephalus"
11,3.3,15.88925,26.0744,"benthic invertivore","benthic","day","sand","Tridentiger trigonocephalus"
3,3,27.772625,30.4331,"benthic invertivore","benthic","day","coral","Trimma benjamini"
3.5,3,25.50665,30.2383,"benthic invertivore","benthic","day","coral","Trimma caesiura"
2.9,3,27.730775,31.06305,"benthic invertivore","benthic","day","coral","Trimma lantana"
3.5,3,24.20725,31.5118,"benthic invertivore","benthic","day","coral","Trimma okinawae"
3,3,29.14825,31.7245,"benthic invertivore","benthic","day","coral","Trimma striatum"
8,3.3,16.835,23.318,"benthic invertivore","benthic","day","rock","Trinorfolkia clarkei"
5.2,3.2,17.4585,22.0615,"benthic invertivore","benthic","day","rock","Trinorfolkia cristata"
8.9,3.4,20.3115,29.05,"benthic invertivore","benthic","day","rock","Tripterygion delaisi"
5.3,3.5,19.02595,26.4789,"benthic invertivore","benthic","day","rock","Tripterygion melanurum"
40,3.8,9.427075,19.96915,"benthic invertivore","demersal","night","rock","Trisopterus minutus"
150,4.266666667,24.351275,31.48055,"higher carnivore","pelagic non-site attached","day","water column","Tylosurus crocodilus crocodilus"
4.7,3.2,27.3406,30.5942,"benthic invertivore","benthic","day","coral","Ucla xenogrammus"
100,3.7,23.67075,30.0245,"higher carnivore","pelagic non-site attached","day","water column","Ulua mentalis"
31,3.4,19.6225,24.56,"benthic invertivore","demersal","day","sand","Upeneichthys lineatus"
35,3.5,17.326925,23.027,"benthic invertivore","demersal","day","sand","Upeneichthys vlamingii"
20,3.6,24.8642,30.4097,"benthic invertivore","demersal","day","sand","Upeneus moluccensis"
